#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
1307,Sword Daughter,"Feb 13, 2015",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Hanabira,Hanako Games,Visual Novel
1308,Tokyo School Life,"Feb 12, 2015",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"M2 Co.,LTD",Dogenzaka Lab,Visual Novel
1309,To Be or Not To Be,"Feb 4, 2015",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Tin Man Games,Tin Man Games,Visual Novel
1311,CAFE 0 ~The Drowned Mermaid~,"Oct 11, 2011",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ROSEVERTE MYSTERY,ROSEVERTE,Visual Novel
1312,X-note,"Mar 8, 2011",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Zeiva Inc,Zeiva Inc,Visual Novel
1315,Train of Afterlife,"Jan 13, 2012",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Zeiva Inc,Zeiva Inc,Visual Novel
1316,Alphadia Genesis,"Jan 12, 2015",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),EXE-CREATE,KEMCO,Visual Novel
1317,Unhack,"Jan 9, 2015",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),InvertMouse,InvertMouse,Visual Novel
1321,Nameless ~The one thing you must recall~,"Nov 11, 2013",$29.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Sujin Ri, Yunjeong Yun, Hyein Go, Minsu Ock, Marcos Arroyo, Seona Lee, Sohyeon Jeon",Cheritz,Visual Novel
1334,The Forest of Doom (Standalone),"Oct 30, 2014",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Tin Man Games,Tin Man Games,Visual Novel
1338,Bionic Heart 2,"Apr 1, 2013",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Winter Wolves,Winter Wolves,Visual Novel
1346,Bionic Heart,"Jul 7, 2009",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Winter Wolves,Winter Wolves,Visual Novel
1349,The Maker's Eden,"Jul 30, 2014",$8.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Screwy Lightbulb,Screwy Lightbulb,Visual Novel
1358,Cinders,"Jun 20, 2012",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MoaCube,MoaCube,Visual Novel
1359,Planet Stronghold,"Mar 27, 2011",$18.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Winter Wolves,Winter Wolves,Visual Novel
1360,Always Remember Me,"Apr 17, 2011",$17.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Winter Wolves,Winter Wolves,Visual Novel
1366,Fading Hearts,"Nov 11, 2009",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Sakura River Interactive,Sakura River Interactive,Visual Novel
1374,Blue Rose Reprise,"Aug 17, 2013",$15.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),White Cat,White Cat,Visual Novel
1375,Postmortem: One Must Die (Extended Cut),"Aug 15, 2013",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Unbound Creations,Unbound Creations,Visual Novel
1382,Tsukumogami,"May 31, 2012",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),TORaIKI,Fruitbat Factory,Visual Novel
1383,Curious Alice,"Feb 22, 2012",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),PRELOADED,"Victoria and Albert Museum , VIVE Arts",Visual Novel
1384,Notch - The Innocent LunA: Eclipsed SinnerS,"Feb 18, 2012",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Angels Blue Digital Entertainment, DigitalEZ",DigitalEZ,Visual Novel
1386,Nancy Drew: The Captive Curse,"Jun 28, 2011",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),HeR Interactive,HeR Interactive,Visual Novel
1387,Nancy Drew: Trail of the Twister,"Jun 29, 2010",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),HeR Interactive,HeR Interactive,Visual Novel
1389,Jisei,"Jun 4, 2010",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),sakevisual,sakevisual,Visual Novel
1390,Wallace & Gromit’s Grand Adventures,"Mar 23, 2009",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Telltale,Telltale,Visual Novel
38,Herald: An Interactive Period Drama - Book I & II,"Feb 22, 2017",$9.99,N/A (N/A/77%),"0 .. 20,000",0%,00:00 (00:00),Wispfire,Wispfire,Visual Novel
42,Magical Eyes - Red is for Anguish,"Mar 30, 2016",$7.49,N/A (N/A/77%),"0 .. 20,000",0%,00:00 (00:00),Pomera Studios,Fruitbat Factory,Visual Novel
53,Alone With You,"Feb 9, 2017",$9.99,N/A (N/A/74%),"0 .. 20,000",0%,00:00 (00:00),BancyCo,BancyCo,Visual Novel
67,Indygo,"Oct 24, 2017",,N/A (N/A/70%),"0 .. 20,000",0%,00:00 (00:00),Pigmentum Game Studio,Recotechnology S.L.,Visual Novel
69,Fragments of Him,"May 3, 2016",$9.99,N/A (N/A/69%),"0 .. 20,000",0%,00:00 (00:00),Sassybot,Sassybot,Visual Novel
78,Miniature Garden,"Mar 30, 2017",$9.99,N/A (N/A/66%),"0 .. 20,000",0%,00:00 (00:00),Muzintou,Fruitbat Factory,Visual Novel
87,Supposedly Wonderful Future,"Apr 18, 2018",$9.99,N/A (N/A/62%),"0 .. 20,000",0%,00:00 (00:00),KisekiDrillTeam,KisekiDrillTeam,Visual Novel
91,N.E.R.O.: Nothing Ever Remains Obscure,"Apr 29, 2016",$4.99,N/A (N/A/59%),"0 .. 20,000",0%,00:00 (00:00),Storm in a Teacup,Storm in a Teacup,Visual Novel
93,City of the Shroud,"Aug 9, 2018",,N/A (N/A/57%),"0 .. 20,000",0%,00:00 (00:00),Abyssal Arts Ltd.,Abyssal Arts Ltd.,Visual Novel
94,Paradise,"Mar 23, 2018",$1.99,N/A (N/A/57%),"0 .. 20,000",0%,00:00 (00:00),Para,Para,Visual Novel
95,ENIGMA:,"Nov 15, 2016",$7.49,N/A (N/A/56%),"0 .. 20,000",0%,00:00 (00:00),Uzumeya,Fruitbat Factory,Visual Novel
96,Ray Gigant,"Aug 10, 2016",,N/A (N/A/55%),"0 .. 20,000",0%,00:00 (00:00),BANDAI NAMCO Entertainment Inc.,"Acttil, LLC.",Visual Novel
98,Alice in Stardom - A Free Idol Visual Novel,"Apr 5, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Crystal Game Works,Crystal Game Works,Visual Novel
102,this was for you.,"Apr 1, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Watercress,Watercress,Visual Novel
105,Shantalia and Corali'hulu,"Mar 1, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,So Dank Studio,Visual Novel
111,By Moonlight,"Feb 14, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),SugarHyped,SugarHyped,Visual Novel
115,VKT Prime System Crash,"Feb 6, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,Frutgames,Visual Novel
116,My Fox Sister|我的妖狐妹妹,"Feb 4, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),CCYY,CCYY,Visual Novel
117,be you,"Feb 4, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),louis morel,louis morel,Visual Novel
118,The Story of My Life,"Feb 1, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Akash Balloo,Akash Balloo,Visual Novel
119,没猫病制作人 / Psychosoft Ltd.,"Jan 31, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),橙光游戏,橙光游戏,Visual Novel
120,Welcome To... Chichester 1/Redux : The Spy Of America And The Long Vacation,"Jan 29, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Triority Interactive Novels,Triority Interactive Novels,Visual Novel
121,Once10,"Jan 23, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"JingtuStudio, 乌鸦大仙","JingtuStudio, 乌鸦大仙",Visual Novel
122,S.A.I.A.'s Awakening: A Robothorium Visual Novel,"Jan 17, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Quentin Lapeyre,Whisper Games,Visual Novel
123,Be hate Free: Interactive,"Jan 17, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Be hate Free.org,none,Visual Novel
124,Sick Love - An RPG Maker Novel,"Jan 17, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Male Doll,Male Doll,Visual Novel
127,Project Reset,"Dec 19, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Team Reset,Team Reset,Visual Novel
128,Hand of Horzasha,"Dec 17, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Shiny Vacation,Shiny Vacation,Visual Novel
129,Lovefield General: Back to Work,"Nov 30, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Pixel Purrfection,Pixel Purrfection,Visual Novel
130,Hir Corruption,"Nov 28, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,Pink Label Games,Visual Novel
132,Where The Water Tastes Like Wine: Fireside Chats,"Nov 15, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Dim Bulb Games, Serenity Forge",Good Shepherd Entertainment,Visual Novel
133,The Anomaly,"Nov 2, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Annexe Interactive,Annexe Interactive,Visual Novel
134,Halfway Home,"Oct 24, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Makeshift Monocle,DigiPen Institute of Technology,Visual Novel
137,死亡投票_Death Voting Game,"Oct 14, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),窝窝社,PeriScope Game,Visual Novel
138,Tennis Story,"Oct 5, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Gersh Games LLC,Gersh Games LLC,Visual Novel
139,BattleCry: World At War,"Oct 1, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),DYNAMICNEXT,DYNAMICNEXT,Visual Novel
142,Red and Blue ~ Cycles of Existence,"Sep 25, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,Etqan Company,Visual Novel
143,МЫЛО УРОНИЛ,"Sep 19, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),PlatSTUDIO,AFBIK Studio,Visual Novel
144,Corrupt,"Sep 14, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Opendream,Opendream,Visual Novel
145,Entre-Deux: Cursed,"Sep 12, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,T1 Games,Visual Novel
146,Puppy Chef Academy,"Sep 7, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"CTN Design, LLC","CTN Design, LLC",Visual Novel
148,DareSora: Tears for an Unknown Sky,"Aug 31, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),ANAGRAM,Sol Press,Visual Novel
151,Hack the Core,"Aug 23, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,Plug In Digital,Visual Novel
155,Les 4 Alice: Lorange Journey,"Aug 13, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,PalveGames,Visual Novel
156,Welcome To... Chichester 2 - Part I : The Spy Of Chichester And The Eager Tourist Guide HD Edition,"Aug 3, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Triority Interactive Novels,Triority Interactive Novels,Visual Novel
157,秋色的記憶(體驗版) / Fall...in Love (Demo),"Jul 26, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),藍茶高校 Blue Tea College,藍茶高校 Blue Tea College,Visual Novel
158,Non-Linear Text Quests,"Jul 24, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),NLB project,NLB project,Visual Novel
159,The Plant,"Jul 23, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Aventy's team,Aventy's team,Visual Novel
162,Saving You From Yourself,"Jul 11, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Taylor McCue,Taylor McCue,Visual Novel
165,Welcome To... Chichester 0 : Preview,"Jun 30, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Triority,Triority,Visual Novel
167,Mermaid Mission: Titanic,"Jun 6, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Arglefumph,Arglefumph,Visual Novel
170,The Sibling Experiment,"May 25, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Godline,Visual Wordplay,Visual Novel
171,Brother Perro,"Apr 26, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),LUZSTARDOM,LUZSTARDOM,Visual Novel
174,Fare Thee Well,"Apr 6, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Watercress,Watercress,Visual Novel
176,Burak Bahar's Unseen Anchor,"Apr 2, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),MISADREF,MISADREF,Visual Novel
178,Arcadia,"Apr 1, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Somnova Studios,Watercress,Visual Novel
180,Selenophobia,"Mar 28, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),漾夕,Paradise Project,Visual Novel
181,Onii-Chan,"Mar 27, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),voksolril,voksolril,Visual Novel
186,Sacrament,"Mar 8, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),MagicHouse,Paradise Project,Visual Novel
189,The Mind's Eclipse,"Jan 25, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Mind's Eclipse Interactive, LLC","Mind's Eclipse Interactive, LLC",Visual Novel
190,ERROR: Human Not Found,"Jan 12, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),CelleC Games,CelleC Games,Visual Novel
192,Kare wa Kanojo,"Jan 5, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),JMF Games,JMF Games,Visual Novel
195,Vacation: dayOFF,"Dec 12, 2017",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),turninGear,-In.,Visual Novel
198,Find someone else,"Nov 24, 2017",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Red Skald,Red Skald,Visual Novel
204,Songs of Araiah: Re-Mastered Edition,"Oct 13, 2017",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),vNovel Interactive / Team BG,Sometimes You,Visual Novel
209,Les Quatre Alices,"Aug 28, 2017",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,Paradise Project,Visual Novel
212,The Tavern,"Aug 4, 2017",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Moral Anxiety Studio,Aldorlea Games,Visual Novel
219,IKEA VR Pancake Kitchen,"May 30, 2017",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),IKEA Communications AB,IKEA Communications AB,Visual Novel
224,Ishmael,"Apr 7, 2017",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Jordan Magnuson,Jordan Magnuson,Visual Novel
226,Pairs,"Apr 2, 2017",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Jellyfish Parade,Jellyfish Parade,Visual Novel
232,The Thing With Mistletoes,"Feb 10, 2017",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Ran,Visual Wordplay,Visual Novel
235,Once Upon an All Hallow's Eve,"Jan 18, 2017",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Ran,Visual Wordplay,Visual Novel
238,Paranormal Teens,"Dec 28, 2016",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Visual Wordplay, Godline",Visual Wordplay,Visual Novel
243,Catch Canvas,"Oct 14, 2016",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Unwonted Studios, Razzart Visual",Aegon Games Ltd,Visual Novel
251,Gochi-Show! for Girls -How To Learn Japanese Cooking Game-,"Sep 7, 2016",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Creative Freaks Inc.,Creative Freaks Inc.,Visual Novel
253,Gochi-Show! -How To Learn Japanese Cooking Game-,"Sep 1, 2016",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Creative Freaks Inc.,Creative Freaks Inc.,Visual Novel
254,Driftwood The Visual Novel,"Aug 2, 2016",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Wakagana,Wakagana,Visual Novel
266,Fall of Gyes,"Mar 18, 2016",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Black Cloud Studios,Black Cloud Studios,Visual Novel
272,No One But You,"Jan 19, 2016",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Unwonted Studios,Unwonted Studios,Visual Novel
274,Millia -The ending-,"Jan 8, 2016",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Millia Soft,Millia Soft,Visual Novel
277,Major\Minor,Dec 2015,,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Klace,Klace,Visual Novel
283,One Way To Die,"Sep 1, 2015",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Tenth&Hess Games,CoaguCo Industries,Visual Novel
289,Pregnancy,"Feb 18, 2015",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Locomotivah,Locomotivah,Visual Novel
293,Red Spider2: Exiled,"Jan 17, 2015",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),studio wasp,studio wasp,Visual Novel
297,Red Spider: Vengeance,"Jul 15, 2014",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),studio wasp,studio wasp,Visual Novel
301,Juniper's Knot,"Apr 13, 2012",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Dischan Media,Dischan Media,Visual Novel
302,Love And Order,"Feb 14, 2011",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Winter Wolves,Winter Wolves,Visual Novel
304,Corpse Party: Sweet Sachiko's Hysteric Birthday Bash,"Apr 10, 2019",$19.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"MAGES. Inc., 5pb.","XSEED Games, Marvelous USA, Inc.",Visual Novel
307,Sounds of Talent: Kpop Adventure,"Apr 8, 2019",$9.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Clipstories, Inc","Clipstories, Inc",Visual Novel
308,Gems of Magic: Lost Family,"Sep 21, 2018",$9.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Graphium Studio,Denda Games,Visual Novel
310,Spirit Hunter: Death Mark,"Apr 4, 2019",$49.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),EXPERIENCE,Aksys Games,Visual Novel
311,Frane: Dragons' Odyssey,"Apr 4, 2019",$12.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),ExeCreate Inc.,KEMCO,Visual Novel
312,International Affairs,"Apr 1, 2019",$12.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Great Idea Games,Great Idea Games,Visual Novel
315,The World Next Door,"Mar 28, 2019",$3.19,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Rose City Games,VIZ Media,Visual Novel
316,夏荷 | Summer Lotus,"Mar 28, 2019",$1.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),木子工坊,HongbinGame,Visual Novel
317,Cliché - Critical Change,"Mar 28, 2019",$17.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Zeiva Inc,Zeiva Inc,Visual Novel
318,Trap for Winners,"Mar 28, 2019",$7.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Prime Games,Prime Games,Visual Novel
319,シルヴァリオ トリニティ-Beyond the Horizon-,"Mar 28, 2019",$64.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),light,ARES Inc.,Visual Novel
320,The Color of the Roses,"Mar 27, 2019",$7.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Lucky owl,Lucky owl,Visual Novel
321,CODE CRACKER 代码破译者,"Mar 25, 2019",$8.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),致意,致意,Visual Novel
322,Eldritch Academy,"Jan 4, 2019",$11.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Nightshade,Nightshade,Visual Novel
324,Zero One / 杀戮世界,"Mar 21, 2019",$1.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Studio Shoutarou,Pujia8 Studio,Visual Novel
325,Genius! NAZI-GIRL GoePPels-Chan ep1,"Mar 19, 2019",$2.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),WarMachine,WarMachine,Visual Novel
327,Double,"Mar 15, 2019",$5.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Tomato Fantasy Games,"Tomato Fantasy Games, GrabTheGames",Visual Novel
328,Sakura no Mori † Dreamers 2,"Mar 15, 2019",$24.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),MOONSTONE,HIKARI FIELD,Visual Novel
331,赫炎的印加诺克 Fullvoice ReBORN,"Mar 14, 2019",$10.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Liar-soft, Nekoday",Nekoday,Visual Novel
332,Senpai Teaches Me Japanese,"Mar 14, 2019",$3.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Nyanko Gaming,Nyanko Gaming,Visual Novel
334,Sephirothic Stories,"Mar 14, 2019",$14.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Exe Create Inc.,KEMCO,Visual Novel
335,Author Clicker,"Mar 14, 2019",$0.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),SunshineOvercast,SunshineOvercast,Visual Novel
338,Your Future Self,"Mar 8, 2019",$2.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Contortionist Games,Contortionist Games,Visual Novel
339,Winter's Empty Mask - Visual novel,"Mar 4, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Eternal Night Studios,Eternal Night Studios,Visual Novel
340,Under One Wing,"Feb 28, 2019",$29.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Harmorise,Sol Press,Visual Novel
342,If My Heart Had Wings -Flight Diary-,"Feb 27, 2019",$14.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),MoeNovel,MoeNovel,Visual Novel
343,Dies irae ~Interview with Kaziklu Bey~,"Feb 27, 2019",$19.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),light,"views Co., Ltd",Visual Novel
345,Match Three Pirates! Heir to Davy Jones,"Feb 27, 2019",$9.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Graphium Studio,Denda Games,Visual Novel
346,在末日前夕等待放晴,"Feb 26, 2019",$6.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),考未學社×Mirailogy Studio,考未學社×Mirailogy Studio,Visual Novel
347,Lyantei,"Feb 22, 2019",$8.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Sweet Slush Games,Sweet Slush Games,Visual Novel
348,Electric Sleep,"Feb 22, 2019",$4.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Vlad Abadzhiev, Matthew Weekes, Jack Sanderson-Thwaite, Michael Becze",Vlad Abadzhiev,Visual Novel
349,The Window Box,"Feb 19, 2019",$12.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Sundew Studios,Sundew Studios,Visual Novel
350,Season of War (Alpha),"Feb 19, 2019",$1.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),SinorCreate,SinorCreate,Visual Novel
352,The Queen of Blackwood High,"Feb 15, 2019",$4.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),RhinoGearz,RhinoGearz,Visual Novel
353,The Ballad Singer,"Feb 15, 2019",$22.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Curtel Games,Curtel Games,Visual Novel
354,怪獣綺譚 朧十夜 空狐万華鏡,"Feb 15, 2019",$18.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),ときてっと,ときてっと,Visual Novel
356,祈風 Inorikaze,"Feb 13, 2019",$10.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Twilight -日月之境-, 觀象草圖 Astrolabe Draft",觀象草圖 Astrolabe Draft,Visual Novel
357,Blind Date,"Feb 14, 2019",$2.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Joshua Wilson, Mentalpop",Joshua Wilson,Visual Novel
358,Caladria Chronicles,"Dec 25, 2018",$5.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Starlight Visual,Starlight Visual,Visual Novel
359,Manna for our Malices,"Feb 12, 2019",$0.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),John Ohno,Double Mojo,Visual Novel
360,Negligee: Love Stories (all ages),"Feb 8, 2019",$14.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Dharker Studios,Dharker Studios,Visual Novel
361,蝶生梦影-Butterfly dream shadow,"Feb 2, 2019",$2.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),闪金游戏,闪金游戏,Visual Novel
362,Serment - Contract with a Devil,"Feb 1, 2019",$14.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Nkt Studio,Sekai Project,Visual Novel
363,Runa's School Story,"Feb 1, 2019",$4.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Dreamtale Games,Dreamtale Games,Visual Novel
364,咕啾！文鸟恋爱物语 Love Story of Sparrow,"Feb 1, 2019",$0.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),豆干叠叠木,豆干叠叠木,Visual Novel
367,Dead Wishes,"Dec 27, 2018",$9.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),VIOLET,VIOLET,Visual Novel
369,KALEIDO STELLA,"Jan 30, 2019",$14.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"CHARON, Kaoru Nekofuji",CHARON,Visual Novel
370,Changeling,"Jan 30, 2019",$19.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Steamberry Studio,Steamberry Studio,Visual Novel
372,Tales of Ancient Nights,"Jan 29, 2019",$0.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Demir Leylek,Demir Leylek,Visual Novel
375,WhiTaers: Gongren Edition,"Jan 26, 2019",$0.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),JingtuStudio,JingtuStudio,Visual Novel
376,Monobeno-HAPPY END- Deluxe,"Jan 25, 2019",$29.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Lose,HIKARI FIELD,Visual Novel
377,Sakura MMO 2,"Jan 25, 2019",$2.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Winged Cloud,Winged Cloud,Visual Novel
378,A Bloody Party,"Jan 25, 2019",$2.99,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Michaela Laws,Michaela Laws,Visual Novel
